claim_id,report,location,claim_class,claim,source,access_level,independent_tier,verdict,severity,transferability,corrected_wording
A-CLAUSE-0395,Antigravity review,Question 4; L395,inference/system fact,"- **Effect Size / Uncertainty:** Push-up vs bench press strength gain: $+8.3 \pm 1.2\text{ kg}$ vs $+7.8 \pm 1.4\text{ kg}$ ($p = 0.79$, Cohen's $d = 0.08$, equivalence confirmed).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0396,Antigravity review,Question 4; L396,inference/system fact,- **What Goes Wrong If Wrong:** Dismissing calisthenic progression as inferior to barbell loading leads users to abandon progressive bodyweight movements.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0397,Antigravity review,Question 4; L397,inference/system fact,- **Transferability Risk:** Moderate. Requires users to adhere to standardized range of motion without momentum.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0400,Antigravity review,Question 4; L400,published finding,"- **Empirical Evidence:** In gymnastics lever progressions (e.g., tuck planche $\rightarrow$ advanced tuck $\rightarrow$ straddle $\rightarrow$ full planche), extending the hips and knees shifts the center of mass distally relative to the glenohumeral joint axis, multiplying net joint shoulder flexion torque demands by $1.5\times$ to $2.8\times$ at identical body mass [Tier D; Harrison 2010].",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0401,Antigravity review,Question 4; L401,inference/system fact,- **Population:** Biomechanical torque modeling and gymnastic athletic cohorts.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0402,Antigravity review,Question 4; L402,derived calculation,"- **Effect Size / Uncertainty:** External moment arm expands from $0.18\text{ m}$ (tuck) to $0.48\text{ m}$ (full planche), increasing required shoulder torque from $\approx 120\text{ Nm}$ to $\approx 310\text{ Nm}$ ($+158\%$).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,AUDITOR-DERIVED—NOT PUBLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0403,Antigravity review,Question 4; L403,inference/system fact,- **What Goes Wrong If Wrong:** Attempting linear progression across lever variations causes acute tendon overload and distal biceps pathology.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0404,Antigravity review,Question 4; L404,inference/system fact,- **Transferability Risk:** High. Unsupervised lifters cannot accurately gauge hip angles; requires discrete categorical milestones rather than percentage sliders.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0411,Antigravity review,Question 4; L411,published finding,"- **Empirical Evidence:** Pallarés et al. (2021) [Tier A; PMID: 34170576, DOI: 10.1111/sms.14006]: Full ROM resistance training produces significantly greater functional strength and dynamic performance across the entire joint excursion compared to partial ROM.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0412,Antigravity review,Question 4; L412,inference/system fact,"- **Population:** 16 RCTs, resistance-trained and recreationally active adults ($n=412$).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0413,Antigravity review,Question 4; L413,inference/system fact,"- **Effect Size / Uncertainty:** Full ROM vs Partial ROM strength effect size: Hedges' $g = 0.53$ [95% CI: 0.27, 0.79], $p < 0.01$.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0414,Antigravity review,Question 4; L414,inference/system fact,- **What Goes Wrong If Wrong:** Truncating ROM to inflate logged load creates joint-angle-specific weakness and inflates false progress metrics.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0415,Antigravity review,Question 4; L415,inference/system fact,"- **Transferability Risk:** Severe. Without video analysis or coaches, lifters systematically cut ROM by 10–25% as fatigue accumulates.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0418,Antigravity review,Question 4; L418,research-gap statement,"- **Empirical Evidence:** Kassiano et al. (2023) [Tier A; PMID: 36662126, DOI: 10.1519/JSC.0000000000004415], Wolf et al. (2025) [Tier B; PMID: 39959841, DOI: 10.7717/peerj.18904], Strey et al. (2026) [Tier A; DOI: 10.1007/s11332-025-01586-5], and Varovic et al. (2025) [Tier A; PMID: 40570881, DOI: 10.1055/a-2615-4935]: Partial repetitions performed at *long muscle lengths* (deep stretch positions) elicit muscle hypertrophy equivalent or superior to full ROM, whereas short muscle length partials systematically underperform.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,GAP-NOT-ESTABLISHED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0419,Antigravity review,Question 4; L419,inference/system fact,- **Population:** Systematic reviews and within-participant RCTs ($n > 500$ across 28 cohorts).,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0420,Antigravity review,Question 4; L420,inference/system fact,"- **Effect Size / Uncertainty:** Long vs Short muscle length hypertrophy: Standardized Mean Difference $\text{SMD} = 0.33$ [95% CI: 0.11, 0.55], $p = 0.003$; Lengthened partial vs Full ROM: $\text{ES} = 0.02$ [95% CI: -0.12, 0.16] (equivalence confirmed).",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0421,Antigravity review,Question 4; L421,inference/system fact,- **What Goes Wrong If Wrong:** Confusing shortened partials (e.g. quarter squats) with lengthened partials (e.g. deep deficit push-ups) yields inferior hypertrophy and joint pain.,citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0422,Antigravity review,Question 4; L422,inference/system fact,"- **Transferability Risk:** Moderate. Requires categorical exercise definitions (e.g., ""Deficit Push-Up"") rather than continuous ROM percentage tracking.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
A-CLAUSE-0429,Antigravity review,Question 4; L429,published finding,"- **Empirical Evidence:** Schoenfeld, Ogborn, & Krieger (2015) [Tier A; PMID: 25601394, DOI: 10.1007/s40279-015-0304-0]: Repetition durations ranging from 0.5 seconds to 8.0 seconds per repetition elicit indistinguishable muscle hypertrophy when sets are performed to high effort. Intentionally ""super-slow"" cadences (>10s/rep) produce significantly inferior growth.",citation/identifier as embedded in report line,source-report text only,unassigned pending source check,UNVERIFIED—FULL TEXT REQUIRED,unclassified,not assessed,Conservative extraction row; retain no factual content unless a manual/source-locator row supports it.
